duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
132 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5188,45,2,1992,Female
7 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,4608,42,2,1998,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,5360,42,1,1990,Male
2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5323,58,3,1981,Male
125 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,5374,39,2,1992,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5015,30,2,1993,Male
127 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,3562,55,2,1970,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,5458,52,2,1988,Male
18 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,5460,28,2,1982,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),324,Union Square (Powell St at Post St),4450,22,2,1988,Male
23 minutes,81,Berry St at 4th St,81,Berry St at 4th St,2135,38,3,1983,Male
70 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5125,26,2,1984,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4761,56,2,1992,Male
69 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4937,29,3,1984,Male
3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),2489,18,1,1988,Female
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4755,18,3,1995,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,5523,19,3,1970,Male
23 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,3676,34,2,1983,Male
22 minutes,21,Montgomery St BART Station (Market St at 2nd St),145,29th St at Church St,4770,38,2,1986,Male
22 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,1019,35,2,1983,Male
2 minutes,81,Berry St at 4th St,92,Mission Bay Kids Park,5314,38,2,1984,Male
21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),62,Victoria Manalo Draves Park,4343,53,2,1993,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5480,50,1,2000,Female
32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4798,24,1,1994,Male
52 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1070,16,2,1974,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5404,64,2,1993,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5343,39,2,1988,Male
51 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),3621,16,1,1974,Female
51 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1911,40,1,1974,Female
50 minutes,21,Montgomery St BART Station (Market St at 2nd St),20,Mechanics Monument Plaza (Market St at Bush St),1450,53,2,1974,Female
21 minutes,3,Powell St BART Station (Market St at 4th St),132,24th St at Chattanooga St,4390,44,2,1987,Male
21 minutes,3,Powell St BART Station (Market St at 4th St),132,24th St at Chattanooga St,5406,31,1,1984,Female
39 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,3105,25,2,1989,Male
39 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,397,50,3,1989,Male
13 minutes,81,Berry St at 4th St,350,8th St at Brannan St,2206,22,2,1988,Female
37 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,3661,47,2,1989,Male
38 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,579,17,3,1989,Male
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),121,Mission Playground,2002,40,2,1986,Male
4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4997,28,3,1987,Female
6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,1316,32,2,1988,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2558,39,3,1968,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5398,55,3,1991,Male
2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1772,34,1,1989,Female
14 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,2001,63,2,1987,Male
12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5369,29,3,1968,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3067,19,2,1988,Male
261 minutes,21,Montgomery St BART Station (Market St at 2nd St),375,Grove St at Masonic Ave,4733,34,1,1992,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),76,McCoppin St at Valencia St,5141,51,2,1982,Female
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5011,55,2,1988,Female
42 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,4889,62,1,1993,Male
17 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,2260,30,2,1988,Male
43 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,5202,51,2,1992,Female
42 minutes,16,Steuart St at Market St,136,23rd St at San Bruno Ave,4959,44,3,1991,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3510,43,3,1994,Female
5 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),5406,48,1,1988,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5344,60,2,1997,Male
89 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5232,32,2,1980,Female
66 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1838,43,2,1994,Female
88 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5237,49,3,1980,Female
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),125,20th St at Bryant St,439,48,2,1992,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4965,20,1,1995,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),71,Broderick St at Oak St,5020,32,2,1987,Female
30 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4806,33,3,1993,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,4760,22,3,1985,Female
11 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,192,65,3,1994,Male
9 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),3705,53,3,1988,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5522,60,1,1982,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,4814,60,1,1988,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5421,31,3,1983,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5348,26,2,1992,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4800,16,2,1990,Male
15 minutes,81,Berry St at 4th St,126,Esprit Park,3658,57,1,1986,Female
15 minutes,81,Berry St at 4th St,126,Esprit Park,3020,33,1,1986,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,2852,21,1,1996,Female
28 minutes,16,Steuart St at Market St,126,Esprit Park,1712,30,1,1988,Male
28 minutes,16,Steuart St at Market St,126,Esprit Park,1565,54,1,1988,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5030,46,2,1974,Male
25 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,4772,25,3,1972,Male
23 minutes,5,Powell St BART Station (Market St at 5th St),147,29th St at Tiffany Ave,5276,51,3,1995,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,2293,35,3,1980,Male
12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4965,62,2,1990,Female
12 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5344,58,2,1988,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4816,45,3,1988,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5271,57,2,1985,Male
42 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),985,47,2,1989,Male
43 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),3510,41,2,1989,Male
10 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5408,52,2,1992,Male
27 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,1148,54,3,1962,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,4974,54,2,1983,Male
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),107,17th St at Dolores St,5060,36,2,1984,Male
4 minutes,22,Howard St at Beale St,20,Mechanics Monument Plaza (Market St at Bush St),109,34,2,1998,Female
47 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5000,62,2,1988,Male
17 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,5141,44,2,1988,Female
24 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,5541,42,3,1998,Male
23 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4329,52,2,1998,Male
27 minutes,16,Steuart St at Market St,356,Valencia St at Clinton Park,3057,38,1,1962,Male
11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5132,51,2,1981,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4408,45,3,1975,Male
7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,5021,52,3,1988,Male
21 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4816,59,3,1989,Male
17 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,1580,40,2,1988,Female
17 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,3010,34,1,1989,Male
25 minutes,5,Powell St BART Station (Market St at 5th St),133,Valencia St at 22nd St,3454,19,2,1987,Male
16 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5418,19,1,1993,Male
67 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,4812,24,1,1974,Female
31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4811,45,2,1983,Male
30 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4963,32,2,1978,Male
11 minutes,81,Berry St at 4th St,61,Howard St at 8th St,4748,36,3,1990,Male
60 minutes,21,Montgomery St BART Station (Market St at 2nd St),41,Golden Gate Ave at Polk St,5069,21,1,1974,Female
6 minutes,3,Powell St BART Station (Market St at 4th St),25,Howard St at 2nd St,4911,37,2,1992,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5405,33,1,1988,Female
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5570,64,2,1992,Female
21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,1976,33,2,1988,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4554,40,2,1993,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),28,The Embarcadero at Bryant St,5528,61,2,1994,Female
10 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5346,36,3,1993,Male
16 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,5025,29,3,1992,Female
9 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,603,62,3,1983,Female
26 minutes,21,Montgomery St BART Station (Market St at 2nd St),39,Scott St at Golden Gate Ave,1522,49,2,1989,Female
14 minutes,3,Powell St BART Station (Market St at 4th St),71,Broderick St at Oak St,5565,28,3,1984,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,2726,34,1,1996,Female
5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4344,24,1,1990,Male
28 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1919,64,3,1987,Male
28 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,157,51,2,1987,Male
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),349,Howard St at Mary St,4602,64,3,1989,Female
13 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4574,58,2,1987,Female
13 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4319,23,2,1988,Male
17 minutes,3,Powell St BART Station (Market St at 4th St),37,2nd St at Folsom St,4968,65,2,1988,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,2035,25,1,1966,Female
12 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5282,41,2,1992,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,5038,51,2,1991,Male
12 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,4993,40,2,1987,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),370,Jones St at Post St,1064,29,3,1979,Male
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5000,39,2,1977,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4958,16,1,1990,Male
20 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4344,40,2,1988,Female
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),86,Market St at Dolores St,4813,38,2,1993,Female
41 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,5023,18,2,1990,Female
23 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,4771,27,2,1990,Female
23 minutes,16,Steuart St at Market St,285,Webster St at O'Farrell St,5328,55,3,1983,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5332,50,1,1988,Male
39 minutes,16,Steuart St at Market St,126,Esprit Park,3225,44,1,1974,Female
25 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2250,63,3,1991,Female
11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,5358,21,1,1983,Male
24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2061,43,2,1991,Female
4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),63,Bryant St at 6th St,4965,44,2,1995,Male
1 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),4958,23,2,1997,Male
4 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,91,60,3,1963,Male
35 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4924,57,3,1969,Male
19 minutes,5,Powell St BART Station (Market St at 5th St),371,Lombard St at Columbus Ave,4633,41,3,1993,Female
17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5202,41,2,1981,Male
42 minutes,21,Montgomery St BART Station (Market St at 2nd St),377,Fell St at Stanyan St,5245,48,3,1991,Female
3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5132,31,2,1967,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4902,25,2,1990,Male
9 minutes,22,Howard St at Beale St,61,Howard St at 8th St,2473,27,2,1994,Male
4 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,4751,48,2,1992,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5492,16,2,1984,Female
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5122,59,2,1991,Male
2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1035,25,3,1986,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5515,19,2,1992,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,2978,55,2,1995,Male
21 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5069,63,3,1995,Male
20 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4958,20,2,1993,Female
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,3111,53,2,1997,Male
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5381,33,3,1994,Male
14 minutes,5,Powell St BART Station (Market St at 5th St),139,Garfield Square (25th St at Harrison St),5408,58,2,1985,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),37,2nd St at Folsom St,4843,57,3,1988,Male
8 minutes,81,Berry St at 4th St,126,Esprit Park,5009,38,2,1985,Female
16 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5055,21,3,1987,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5009,35,2,1986,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5487,53,3,1967,Male
16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4928,21,1,1967,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),25,Howard St at 2nd St,5467,16,1,1991,Male
7 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5405,62,3,1978,Female
28 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,4955,19,2,1981,Male
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4936,65,1,1989,Female
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5054,26,2,1991,Female
24 minutes,16,Steuart St at Market St,115,Jackson Playground,4554,28,2,1987,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),77,11th St at Natoma St,5329,21,2,1974,Male
23 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,4344,34,1,1968,Female
22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),355,23rd St at Tennessee St,4738,58,2,1960,Male
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4953,40,3,1975,Male
11 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5572,24,2,1996,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4954,37,2,1984,Male
7 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,2270,20,2,1969,Male
6 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,5249,21,1,1973,Female
5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1777,23,2,1976,Male
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4988,57,2,1960,Female
5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4941,54,3,1961,Male
7 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,3355,21,1,1966,Female
2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),2239,61,3,1982,Female
18 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5440,34,3,1980,Male
36 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5273,55,3,1985,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4377,35,1,1983,Male
11 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),4984,60,2,1988,Male
27 minutes,22,Howard St at Beale St,42,San Francisco City Hall (Polk St at Grove St),5354,17,2,1988,Male
11 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4923,64,2,1970,Male
7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),99,Folsom St at 15th St,5027,28,3,1991,Male
15 minutes,5,Powell St BART Station (Market St at 5th St),70,Central Ave at Fell St,5279,59,2,1999,Female
8 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,2317,17,2,1973,Female
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1248,39,2,1985,Male
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),5418,63,3,1985,Male
21 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5273,61,3,1985,Male
7 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5487,37,2,1990,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,5476,48,3,1994,Female
7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5407,24,1,1979,Male
12 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5558,52,2,1992,Male
7 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5125,20,2,1973,Female
11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),355,23rd St at Tennessee St,5159,29,2,1989,Male
9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5237,21,2,1985,Male
11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1815,62,2,1981,Female
11 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4716,37,1,1992,Female
3 minutes,81,Berry St at 4th St,91,Berry St at King St,4600,24,3,1990,Female
23 minutes,21,Montgomery St BART Station (Market St at 2nd St),145,29th St at Church St,5019,35,2,1970,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),47,4th St at Harrison St,5463,27,2,1993,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),349,Howard St at Mary St,4806,43,2,1992,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5125,24,2,1991,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4329,28,3,1988,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4336,50,1,1990,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),350,8th St at Brannan St,4969,45,2,1990,Male
2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),11,Davis St at Jackson St,4752,19,2,1965,Male
7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,2185,48,2,1993,Female
8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,91,58,2,1965,Male
19 minutes,16,Steuart St at Market St,104,4th St at 16th St,1455,56,2,1973,Female
7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),439,65,2,1985,Male
21 minutes,81,Berry St at 4th St,368,Myrtle St at Polk St,1777,64,2,1986,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),4329,62,3,1973,Male
18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),71,Broderick St at Oak St,5467,39,2,1984,Female
1372 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),1035,23,2,1967,Male
9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,5113,56,3,1984,Male
10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,2857,32,1,1954,Male
9 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2894,34,1,1982,Female
4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,1689,35,1,1976,Male
48 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),133,50,3,1982,Female
17 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),2894,59,2,1982,Female
10 minutes,5,Powell St BART Station (Market St at 5th St),356,Valencia St at Clinton Park,3673,56,2,1994,Male
65 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1100,52,2,1987,Female
61 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),2475,38,1,1990,Male
60 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),62,49,3,1990,Male
60 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),184,38,3,1990,Male
17 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,5535,58,2,1990,Female
14 minutes,21,Montgomery St BART Station (Market St at 2nd St),136,23rd St at San Bruno Ave,4755,59,2,1986,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4959,61,2,1998,Male
10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),139,Garfield Square (25th St at Harrison St),5122,44,3,1985,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,2569,37,3,1992,Male
15 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,2549,44,2,1995,Male
10 minutes,81,Berry St at 4th St,28,The Embarcadero at Bryant St,5234,48,3,1996,Male
14 minutes,16,Steuart St at Market St,115,Jackson Playground,3629,57,2,1989,Male
7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,1655,29,1,1977,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5491,57,1,1991,Male
5 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,5521,63,3,1989,Male
9 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4671,18,2,1988,Male
5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),116,Mississippi St at 17th St,5408,45,2,1988,Male
18 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,1417,29,2,1988,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4741,40,1,1992,Male
29 minutes,22,Howard St at Beale St,139,Garfield Square (25th St at Harrison St),5132,26,3,1974,Male
37 minutes,5,Powell St BART Station (Market St at 5th St),42,San Francisco City Hall (Polk St at Grove St),4749,33,2,1988,Male
5 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5245,46,1,1999,Male
