duracion,station_A_id,station_A_name,station_B_id,station_B_name,id_cicla,edad,usuario_tipo,año_nacimiento,genero
15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,65,1,1988,Female
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,43,3,1991,Female
7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,48,2,1995,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,36,2,1987,Female
15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,29,1,1983,Male
21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,43,1,1992,Male
8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,57,2,1980,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,26,2,1983,Male
10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,42,1,1982,Female
12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,39,3,1989,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,17,1,1986,Male
15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,59,3,1973,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,50,1,1979,Male
10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,29,2,1988,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,58,3,1988,Male
11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,28,3,1992,Female
10 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,51,2,1985,Male
4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,40,2,1994,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,43,1,1990,Male
8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,27,1,1986,Male
7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,57,1,1996,Male
40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,32,2,1993,Male
6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,21,3,1987,Male
15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,25,3,1983,Male
12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,65,1,1978,Female
14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,57,3,1994,Male
5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,50,2,1965,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,41,2,1990,Male
11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,33,2,1986,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,41,2,1984,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,52,1,1988,Male
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,17,3,1988,Male
24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,63,3,1988,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,43,2,1988,Male
4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,42,2,1985,Female
1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,38,2,1982,Female
5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,46,2,1972,Male
6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,33,3,1978,Male
15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,61,2,1988,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,51,2,1967,Male
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,42,2,1990,Female
26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,60,2,1994,Female
25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,39,2,1990,Male
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,28,2,1972,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,34,2,1994,Male
7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,28,3,1979,Male
13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,64,1,1990,Male
10 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,36,3,1986,Male
17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,32,1,1990,Female
3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,64,2,1995,Male
16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,24,2,1973,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,25,3,1996,Male
7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,33,2,1992,Male
7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,49,2,1974,Male
16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,52,1,1981,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,46,2,1987,Male
19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,64,1,1984,Female
13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,48,1,1976,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,51,3,1988,Female
21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,36,3,1990,Female
11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,54,1,1974,Male
4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,46,2,1989,Male
6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,36,1,1992,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,23,2,1986,Male
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,33,2,1996,Male
14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,35,2,1991,Male
21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,39,2,1962,Male
13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,25,1,1990,Female
12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,33,2,1982,Male
5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,61,2,1983,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,41,3,1993,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,17,3,1994,Male
15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,28,1,1979,Male
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,64,2,1994,Male
8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,49,2,1969,Female
6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,48,1,1958,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,25,1,1990,Male
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,56,2,1992,Male
4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,32,2,1968,Male
24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,40,3,1969,Male
14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,38,3,1981,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,18,1,1973,Female
10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,50,3,1982,Male
9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,42,1,1992,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,63,2,1992,Male
25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,32,2,1996,Female
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,58,2,1957,Male
10 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,44,2,1989,Male
8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,24,1,1987,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,28,2,1988,Other
28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,41,2,1974,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,56,3,1985,Male
15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),903,61,2,1989,Female
4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4453,51,1,1986,Male
19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,5298,33,2,1991,Male
10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4759,63,1,1985,Male
19 minutes,3,Powell St BART Station (Market St at 4th St),31,Raymond Kimbell Playground,4657,17,2,1985,Female
5 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4767,45,2,1991,Male
12 minutes,81,Berry St at 4th St,58,Market St at 10th St,4390,43,3,1994,Male
11 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5396,26,1,1995,Male
16 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,5011,57,1,1991,Male
8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,2584,46,1,1992,Male
12 minutes,16,Steuart St at Market St,34,Father Alfred E Boeddeker Park,5532,21,2,1991,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5122,49,2,1994,Male
9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5265,57,2,1984,Male
15 minutes,81,Berry St at 4th St,349,Howard St at Mary St,5274,62,1,1988,Male
4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,4414,54,1,1981,Male
10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),133,Valencia St at 22nd St,5534,20,1,1986,Male
11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),355,45,2,1972,Male
16 minutes,30,San Francisco Caltrain (Townsend St at 4th St),31,Raymond Kimbell Playground,5366,27,1,1979,Male
15 minutes,21,Montgomery St BART Station (Market St at 2nd St),122,19th St at Mission St,4456,46,3,1987,Male
9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1533,63,2,1984,Male
8 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3226,53,1,1990,Female
18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4719,24,2,1985,Male
17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,4820,37,1,1986,Female
15 minutes,3,Powell St BART Station (Market St at 4th St),114,Rhode Island St at 17th St,5268,29,3,1985,Female
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,481,28,2,1978,Male
13 minutes,3,Powell St BART Station (Market St at 4th St),116,Mississippi St at 17th St,5014,23,2,1987,Female
26 minutes,22,Howard St at Beale St,116,Mississippi St at 17th St,5233,40,3,1991,Female
19 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5019,40,3,1986,Female
10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4999,34,2,1963,Male
16 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,1177,65,2,1974,Male
11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4655,34,2,1997,Female
44 minutes,81,Berry St at 4th St,136,23rd St at San Bruno Ave,5485,25,2,1993,Male
3 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5477,26,1,1971,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1184,19,1,1960,Male
23 minutes,16,Steuart St at Market St,122,19th St at Mission St,110,36,2,1993,Male
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5222,57,2,1992,Male
15 minutes,22,Howard St at Beale St,55,Webster St at Grove St,341,38,2,1981,Male
11 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5371,25,2,1991,Female
13 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),485,39,1,1989,Male
11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5283,16,3,1984,Female
12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),41,Golden Gate Ave at Polk St,5055,52,1,1980,Male
12 minutes,16,Steuart St at Market St,91,Berry St at King St,3312,20,1,1989,Male
9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,2039,60,3,1991,Male
3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1475,63,2,1982,Other
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),4746,34,2,1968,Female
18 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,4347,57,2,1985,Male
12 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1308,25,1,1978,Male
14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5232,58,3,1990,Female
9 minutes,81,Berry St at 4th St,61,Howard St at 8th St,3647,50,2,1988,Male
5 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,5145,53,2,1990,Male
22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4614,23,2,1997,Female
8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4597,24,2,1967,Male
2 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5224,59,2,1990,Male
6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,5498,49,3,1979,Male
18 minutes,3,Powell St BART Station (Market St at 4th St),115,Jackson Playground,4737,19,3,1984,Male
14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4383,63,1,1962,Other
12 minutes,22,Howard St at Beale St,64,5th St at Brannan St,1338,22,1,1978,Male
7 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,4747,32,2,1994,Male
10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5348,31,1,1977,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),4767,25,1,1989,Female
9 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5573,34,2,1994,Male
13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4633,51,1,1979,Male
11 minutes,81,Berry St at 4th St,345,Hubbell St at 16th St,3706,59,3,1990,Female
10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,536,36,1,1966,Female
11 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),611,33,3,1981,Male
15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),54,Alamo Square (Steiner St at Fulton St),5411,20,1,1984,Female
9 minutes,5,Powell St BART Station (Market St at 5th St),56,Koshland Park,5481,53,2,1985,Female
8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5366,45,2,1989,Male
8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4733,33,2,1984,Male
3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),364,China Basin St at 3rd St,5357,46,2,1981,Male
